12	11013	1	1.30561
12	167311	2	1.18712
12	83203	3	1.17397
12	134438	4	1.17154
12	6882	5	1.17042
12	282728	6	1.16437
12	302140	7	1.13305
12	204636	8	1.12959
12	291203	9	1.12869
12	339004	10	1.12435
12	8843	11	1.12393
12	148485	12	1.11338
12	85078	13	1.11076
12	315964	14	1.10897
12	297550	15	1.1056
12	168290	16	1.10537
12	260065	17	1.1041
12	83584	18	1.10376
12	211793	19	1.10248
12	30696	20	1.09827
12	181692	21	1.09588
12	26563	22	1.0809
12	78052	23	1.07963
12	163411	24	1.07213
12	47541	25	1.06889
12	165549	26	1.06545
12	125659	27	1.06507
12	330398	28	1.05943
12	162364	29	1.05767
12	61175	30	1.05706
12	255735	31	1.05266
12	90503	32	1.05229
12	7707	33	1.04942
12	186276	34	1.04491
12	13947	35	1.03743
12	114270	36	1.03722
12	76410	37	1.0238
12	4470	38	1.0216
12	26858	39	1.0212
12	183181	40	1.01878
12	86110	41	1.01429
12	220594	42	1.01382
12	311400	43	1.0052
12	12017	44	-0.16106
12	103904	45	-0.168481
12	142745	46	-0.178327
12	261969	47	-0.196808
12	50269	48	-0.207283
12	133122	49	-0.207307
12	244775	50	-0.225558
2955	101296	1	1.33818
2955	41958	2	1.24461
2955	261689	3	1.23901
2955	335624	4	1.22729
2955	113359	5	1.22485
2955	319257	6	1.22132
2955	188997	7	1.21018
2955	334790	8	1.20184
2955	289714	9	1.20081
2955	226468	10	1.19458
2955	287913	11	1.18499
2955	100577	12	1.18366
2955	168549	13	1.17052
2955	25415	14	1.16943
2955	175637	15	1.16778
2955	129849	16	1.16263
2955	129194	17	1.15138
2955	288874	18	1.14714
2955	138450	19	1.14664
2955	187179	20	1.14104
2955	102302	21	1.14054
2955	260411	22	1.12901
2955	174293	23	1.12723
2955	169652	24	1.12602
2955	238063	25	1.12498
2955	276775	26	1.12403
2955	264957	27	1.12343
2955	50272	28	1.118
2955	201013	29	1.11065
2955	15367	30	1.10518
2955	71655	31	1.09506
2955	305220	32	1.09409
2955	199275	33	1.0893
2955	141218	34	1.08315
2955	47785	35	1.08
2955	211614	36	1.0773
2955	44348	37	1.05249
2955	219660	38	1.04046
2955	87222	39	1.03716
2955	135745	40	-0.134376
2955	87371	41	-0.1763
2955	131811	42	-0.189476
2955	228935	43	-0.18983
2955	118945	44	-0.205502
2955	22959	45	-0.207619
2955	145320	46	-0.207632
2955	84320	47	-0.213469
2955	299517	48	-0.224135
2955	142857	49	-0.22478
2955	169310	50	-0.228795
6520	240592	1	1.38707
6520	119058	2	1.27077
6520	264088	3	-0.0929949
6520	75161	4	-0.103171
6520	109727	5	-0.10338
6520	42126	6	-0.108191
6520	307316	7	-0.116274
6520	312935	8	-0.117307
6520	209002	9	-0.120914
6520	248436	10	-0.121476
6520	122282	11	-0.121764
6520	283210	12	-0.123204
6520	141283	13	-0.124297
6520	221370	14	-0.125064
6520	325041	15	-0.125937
6520	105504	16	-0.126661
6520	333625	17	-0.127228
6520	63018	18	-0.1287
6520	299559	19	-0.133118
6520	78233	20	-0.137543
6520	139125	21	-0.138471
6520	329952	22	-0.138963
6520	72270	23	-0.14031
6520	270963	24	-0.140337
6520	291171	25	-0.141518
6520	142868	26	-0.141561
6520	113061	27	-0.141738
6520	304343	28	-0.142353
6520	40545	29	-0.142561
6520	130891	30	-0.142857
6520	91536	31	-0.143633
6520	187678	32	-0.143655
6520	144735	33	-0.143703
6520	147964	34	-0.144562
6520	158974	35	-0.145223
6520	126640	36	-0.145225
6520	25480	37	-0.145465
6520	75316	38	-0.145497
6520	318901	39	-0.145574
6520	77108	40	-0.145949
6520	249159	41	-0.146351
6520	270916	42	-0.146523
6520	214117	43	-0.146531
6520	215850	44	-0.147427
